"name","image","rarity","team","idol","level","master","number","life","total_min","dance_min","total_MAX","dance_MAX","total_MM","dance_MM","vocal_min","visual_min","vocal_MAX","visual_MAX","vocal_MM","visual_MM","get_card","center","skill_type","skill","date","evol","gasya"
"望郷の想い　四条貴音","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537274620.jpg","SR","フェアリー","四条貴音","60","4","163","35","5688","1917","11190","3772","12758","4300","1883","1888","3704","3714","4224","4234","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Fairyチャージ
Fairyタイプのライフが30%アップ
","ダメージガード

","降り注ぐ想い歌
9秒ごとに31%の確率で4秒間、ライフが減少しない
","2017-06-29","望郷の想い　四条貴音＋
覚醒素材
ミニクラウン×5
Fairyリップ×10
Fairyパフューム×5
","○

"
"まばゆい星海　如月千早","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537274343.jpg","SR","フェアリー","如月千早","60","4","157","35","5715","1401","11242","2756","12814","3140","1886","2428","3710","4776","4230","5444","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Fairyコ一デ
Fairyタイプのビジュアル値が60％アップ
","スコアアップ

","溶けあう想い
13秒ごとに31％の確率で7秒間、Perfectのスコアが26％アップ
","2017-06-29","まばゆい星海　如月千早＋

","○

"
"天使の目覚め　萩原雪歩","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499319817.jpg","SR","プリンセス","萩原雪歩","60","4","161","35","5709","1872","11230","3682","12802","4198","1905","1932","3748","3800","4272","4332","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessシャイン
Princessタイプの全アピール値が20%アップ
","スコアアップ

","すやすや寝顔
9秒ごとに36%の確率で4秒間、Perfectのスコアが26%アップ
","2017-06-29","天使の目覚め　萩原雪歩＋

","○

"
"あったかコーヒー　高山紗代子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498753619.jpg","SR","プリンセス","高山紗代子","60","4","175","35","5738","1916","11288","3770","12868","4298","2385","1437","4692","2826","5348","3222","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessハーモニー
Princessタイプのボーカル値が60%アップ
","スコアアップ

","近づく想い
11秒ごとに36%の確率で5秒間、Perfectのスコアが26%アップ
","2017-06-29","あったかコーヒー　高山紗代子＋

","○

"
"純白の笑顔　松田亜利沙","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498720498.jpg","SR","プリンセス","松田亜利沙","60","4","177","35","5748","1421","11310","2796","12894","3188","2409","1918","4740","3774","5404","4302","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessテクニック
Princessタイプのスキル発動率が20％アップ
","判定強化

","素直な気持ち
12秒ごとに26%の確率で5秒間、Great/GoodをPerfectにする
","2017-06-29","純白の笑顔　松田亜利沙＋
覚醒素材
ミニクラウン×5
Princessリップ×10
Princessパフューム×5
","○

"
"うきうきサーフィン　高坂海美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498745799.jpg","SR","プリンセス","高坂海美","60","4","179","35","5713","2451","11238","4822","12814","5498","1886","1376","3710","2706","4230","3086","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessステップ
Princessタイプのダンス値が60%アップ
","スコアアップ

","ごきげんライディン
9秒ごとに31%の確率で5秒間、Perfectのスコアが26%アップ
","2017-06-29","うきうきサーフィン　高坂海美＋
覚醒素材
ミニクラウン×5
Princessリップ×10
Princessパフューム×5
","○

"
"宵の打ち上げ　横山奈緒","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537274222.jpg","SR","プリンセス","横山奈緒","60","4","187","35","5743","1396","11298","2746","12878","3130","1887","2460","3712","4840","4232","5516","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessチャ一ジ
Princessタイプのライフが30%アップ
","ライフ回復

","小さな祝杯
9秒ごとに31%の確率で5秒間、Perfectでライフが3回復
","2017-06-29","宵の打ち上げ　横山奈緒＋

","○

"
"しっとり夕涼み　福田のり子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537273877.jpg","SR","プリンセス","福田のり子","60","4","193","35","5712","2526","11238","4970","12810","5666","1349","1837","2654","3614","3026","4118","プラチナガシャ
ようこそ！プロデューサーさんガシャ
","Princessチャージ
Princessタイプのライフが30%アップ
","ダメージガード

","黄色いほっぺ
9秒ごとに31%の確率で4秒間、ライフが減少しない
","2017-06-29","しっとり夕涼み　福田のり子＋

","○

"
"ようこそ私達の劇場へ！　天海春香＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498710153.jpg","SSR＋","プリンセス","天海春香","90","5","208","40","7295","3152","16189","6996","18614","8046","2380","1763","5280","3913","6070","4498","覚醒
ようこそ私達の劇場へ！　天海春香を覚醒
","Princessステップ
Princessタイプのダンス値が90%アップ
","スコアアップ

","楽しい時間を、みんなと一緒に♪
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2017-06-29","NULL","NULL"
"はじまりの場所　春日未来＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498740887.jpg","SSR＋","プリンセス","春日未来","90","5","210","40","7407","2477","16436","5497","18901","6322","2450","2480","5436","5503","6251","6328","覚醒
はじまりの場所　春日未来を覚醒
","Princessシャイン
Princessタイプの全アピール値が30%アップ
","判定強化

","元気いっぱい、きらめきスタート！
8秒ごとに21%の確率で4秒間、Great/Good/Fast/SlowをPerfectにする
","2017-06-29","NULL","NULL"
"光輝く星のように　最上静香＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498710697.jpg","SSR＋","フェアリー","最上静香","90","5","212","40","7403","2486","16429","5517","18894","6347","2477","2440","5496","5416","6321","6226","覚醒
光輝く星のように　最上静香を覚醒
","Fairyシャイン
Fairyタイプの全アピール値が30％アップ
","判定強化

","胸に秘めた大切な想い
14秒ごとに26％の確率で7秒間、Great/Good/Fast/SlowをPerfectにする
","2017-06-29","NULL","NULL"
"みんなの視線を一人占め♪　伊吹翼＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498710921.jpg","SSR＋","エンジェル","伊吹翼","90","5","214","40","7419","2457","16463","5451","18933","6271","2510","2452","5571","5441","6406","6256","覚醒
みんなの視線を一人占め♪　伊吹翼を覚醒
","Angelシャイン
Angelタイプの全アピール値が30%アップ
","判定強化

","カワイイわたしを見せてあげる！
12秒ごとに21％の確率で6秒間、Great/Good/Fast/SlowをPerfectにする
","2017-06-29","NULL","NULL"
"踏み出した夢への一歩　白石紬＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498801300.jpg","SSR＋","フェアリー","白石紬","90","5","216","40","7296","1791","16191","3974","18621","4569","2418","3087","5366","6851","6171","7881","覚醒
踏み出した夢への一歩　白石紬を覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が90%アップ
","スコアアップ

","不安も希望も胸に抱いて
9秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2017-06-29","NULL","NULL"
"音楽で紡ぎ出す世界　桜守歌織＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1498711512.jpg","SSR＋","エンジェル","桜守歌織","90","5","218","40","7264","1757","16120","3899","18540","4484","3090","2417","6857","5364","7887","6169","覚醒
音楽で紡ぎ出す世界　桜守歌織を覚醒
","Angelハーモニー
Angelタイプのボーカル値が90%アップ
","スコアアップ

","希望の歌声を響かせて
13秒ごとに31%の確率で7秒間、Perfect/Greatのスコアが30%アップ
","2017-06-29","NULL","NULL"
"如月千早【N】","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499436265.jpg","N","フェアリー","如月千早","30","4","3","25","2826","936","5382","1782","6350","2102","1262","628","2404","1196","2836","1412","

","NULL","NULL","NULL","2017-06-29","

","NULL"
"星井美希【N】","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499436323.jpg","N","エンジェル","星井美希","20","4","5","25","2752","633","5242","1206","6186","1422","909","1210","1732","2304","2044","2720","

","NULL","NULL","NULL","2017-06-29","

","NULL"
"セクシークロコダイル　徳川まつり＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499072883001.jpg","SR＋","プリンセス","徳川まつり","70","4","170","35","5687","1892","13022","4333","14582","4853","1372","2423","3140","5549","3516","6213","覚醒
セクシークロコダイル　徳川まつりを覚醒
","Princessコーデ
Princessタイプのビジュアル値が60%アップ
","スコアアップ

","ミステリアス・ビジョン
11秒ごとに31%の確率で6秒間、Perfectのスコアが26%アップ
","2017-06-29","NULL","NULL"
"望郷の想い　四条貴音＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537274655.jpg","SR＋","フェアリー","四条貴音","70","4","164","35","5701","1922","13054","4400","14622","4928","1887","1892","4322","4332","4842","4852","覚醒
望郷の想い　四条貴音を覚醒
","Fairyチャージ
Fairyタイプのライフが30%アップ
","ダメージガード

","降り注ぐ想い歌
9秒ごとに31%の確率で4秒間、ライフが減少しない
","2017-06-29","NULL","NULL"
"不思議の国のアリス　七尾百合子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537273743.jpg","R＋","プリンセス","七尾百合子","50","4","136","30","4175","1378","10132","3344","11344","3744","1774","1023","4305","2483","4821","2779","覚醒
不思議の国のアリス　七尾百合子を覚醒
","Princessチャージ
Princessタイプのライフが20%アップ
","ライフ回復

","不思議なお茶会
11秒ごとに31%の確率で5秒間、Perfectでライフが2回復
","2017-06-29","NULL","NULL"
"お願いパジャマ　周防桃子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537549723.jpg","SR＋","フェアリー","周防桃子","70","4","204","35","5712","1877","13079","4297","14647","4813","2477","1358","5672","3110","6352","3482","覚醒
お願いパジャマ　周防桃子を覚醒
","Fairyチャージ
Fairyタイプのライフが30%アップ
","ライフ回復

","もじもじマクラ
11秒ごとに31%の確率で5秒間、Perfectでライフが3回復
","2017-06-29","NULL","NULL"
"うきうきサーフィン　高坂海美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499243962001.jpg","SR＋","プリンセス","高坂海美","70","4","180","35","5726","2457","13110","5626","14686","6302","1890","1379","4328","3156","4848","3536","覚醒
うきうきサーフィン　高坂海美を覚醒
","Princessステップ
Princessタイプのダンス値が60%アップ
","スコアアップ

","ごきげんライディング
9秒ごとに31%の確率で5秒間、Perfectのスコアが26%アップ
","2017-06-29","NULL","NULL"
"優雅なグリーティング　天空橋朋花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499244401001.jpg","SR＋","フェアリー","天空橋朋花","70","4","182","35","5764","1925","13198","4407","14782","4935","1929","1910","4418","4373","4950","4897","覚醒
優雅なグリーティング　天空橋朋花を覚醒
","Fairyシャイン
Fairyタイプの全アピール値が20%アップ
","スコアアップ

","揺れる聖母心
11秒ごとに36%の確率で5秒間、Perfectのスコアが26%アップ
","2017-06-29","NULL","NULL"
"お約束サンオイル　百瀬莉緒＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1537549402.jpg","SR＋","フェアリー","百瀬莉緒","70","4","198","35","5708","1877","13071","4297","14643","4813","1406","2425","3220","5554","3608","6222","覚醒
お約束サンオイル　百瀬莉緒を覚醒
","Fairyコーデ
Fairyタイプのビジュアル値が60%アップ
","スコアアップ

","溢れ出す想い
11秒ごとに31%の確率で6秒間、Perfectのスコアが26%アップ
","2017-06-29","NULL","NULL"
"自然体の笑顔　篠宮可憐＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1499244831001.jpg","SR＋","エンジェル","篠宮可憐","70","4","196","35","5727","1917","13114","4389","14690","4917","1915","1895","4385","4340","4913","4860","覚醒
自然体の笑顔　篠宮可憐を覚醒
","Angelシャイン
Angelタイプの全アピール値が20%アップ
","スコアアップ

","夕焼けスプラッシュ
9秒ごとに31%の確率で5秒間、Perfectのスコアが26%アップ
","2017-06-29","NULL","NULL"
